"cod_item";"fator";"faceta";"polo";"descricao";"widget";"cat_1";"cat_2";"cat_3";"cat_4";"cat_5";"gabarito";"a";"b";"c";"d"
"enem2010089058";"CN";"21";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089058.jpg";"radio_image";"A";"B";"C";"D";"E";"D";3,47034;0,64308;0,16107;1
"enem2010089059";"CN";"19";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089059.jpg";"radio_image";"A";"B";"C";"D";"E";"D";2,62967;0,03807;0,12663;1
"enem2010089060";"CN";"14";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089060.jpg";"radio_image";"A";"B";"C";"D";"E";"A";1,66301;0,50663;0,15029;1
"enem2010089061";"CN";"10";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089061.jpg";"radio_image";"A";"B";"C";"D";"E";"C";3,51367;0,58856;0,18597;1
"enem2010089062";"CN";"29";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089062.jpg";"radio_image";"A";"B";"C";"D";"E";"B";2,97303;0,16906;0,20131;1
"enem2010089063";"CN";"23";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089063.jpg";"radio_image";"A";"B";"C";"D";"E";"A";3,11428;0,54328;0,23964;1
"enem2010089064";"CN";"16";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089064.jpg";"radio_image";"A";"B";"C";"D";"E";"B";1,82018;1,12506;0,10753;1
"enem2010089065";"CN";"8";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089065.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,74003;1,27345;0,10099;1
"enem2010089066";"CN";"14";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089066.jpg";"radio_image";"A";"B";"C";"D";"E";"B";3,42432;2,05262;0,09776;1
"enem2010089068";"CN";"6";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089068.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,86418;1,68423;0,10585;1
"enem2010089071";"CN";"13";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089071.jpg";"radio_image";"A";"B";"C";"D";"E";"E";0,791;2,21444;0,06663;1
"enem2010089073";"CN";"25";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089073.jpg";"radio_image";"A";"B";"C";"D";"E";"C";0,47205;4,43681;0,17507;1
"enem2010089074";"CN";"26";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089074.jpg";"radio_image";"A";"B";"C";"D";"E";"D";0,42556;2,1523;0,04743;1
"enem2010089075";"CN";"28";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089075.jpg";"radio_image";"A";"B";"C";"D";"E";"B";2,804;0,02055;0,1459;1
"enem2010089076";"CN";"11";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089076.jpg";"radio_image";"A";"B";"C";"D";"E";"C";0,93223;1,88168;0,17707;1
"enem2010089077";"CN";"24";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089077.jpg";"radio_image";"A";"B";"C";"D";"E";"D";4,5052;1,42331;0,18609;1
"enem2010089078";"CN";"22";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089078.jpg";"radio_image";"A";"B";"C";"D";"E";"B";0,76591;0,52326;0,00875;1
"enem2010089079";"CN";"24";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089079.jpg";"radio_image";"A";"B";"C";"D";"E";"D";2,7762;1,36488;0,15192;1
"enem2010089080";"CN";"17";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089080.jpg";"radio_image";"A";"B";"C";"D";"E";"E";3,03635;1,52425;0,11939;1
"enem2010089081";"CN";"20";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089081.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,68073;1,19907;0,19493;1
"enem2010089082";"CN";"18";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089082.jpg";"radio_image";"A";"B";"C";"D";"E";"A";3,52576;1,87056;0,18979;1
"enem2010089083";"CN";"25";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089083.jpg";"radio_image";"A";"B";"C";"D";"E";"B";2,33988;1,28868;0,2589;1
"enem2010089084";"CN";"1";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089084.jpg";"radio_image";"A";"B";"C";"D";"E";"D";1,47945;1,29973;0,0971;1
"enem2010089085";"CN";"12";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089085.jpg";"radio_image";"A";"B";"C";"D";"E";"A";2,23867;1,6399;0,14187;1
"enem2010089086";"CN";"15";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089086.jpg";"radio_image";"A";"B";"C";"D";"E";"C";2,04719;0,92652;0,1801;1
"enem2010089087";"CN";"9";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089087.jpg";"radio_image";"A";"B";"C";"D";"E";"E";2,27028;1,01961;0,18727;1
"enem2010089088";"CN";"14";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089088.jpg";"radio_image";"A";"B";"C";"D";"E";"D";1,88952;-0,19051;0,23446;1
"enem2010089089";"CN";"23";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089089.jpg";"radio_image";"A";"B";"C";"D";"E";"D";2,775;0,43465;0,11501;1
"enem2010089090";"CN";"4";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010089090.jpg";"radio_image";"A";"B";"C";"D";"E";"C";1,92617;0,71518;0,13916;1
"enem2010105046";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105046.jpg";"radio_image";"A";"B";"C";"D";"E";"D";2,37778;0,11977;0,08141;1
"enem2010105047";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105047.jpg";"radio_image";"A";"B";"C";"D";"E";"B";1,9641;0,51589;0,15326;1
"enem2010105048";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105048.jpg";"radio_image";"A";"B";"C";"D";"E";"A";3,21576;0,54453;0,16566;1
"enem2010105049";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105049.jpg";"radio_image";"A";"B";"C";"D";"E";"C";0,9646;-0,49677;0,19177;1
"enem2010105052";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105052.jpg";"radio_image";"A";"B";"C";"D";"E";"A";2,29529;-0,04933;0,14538;1
"enem2010105053";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105053.jpg";"radio_image";"A";"B";"C";"D";"E";"D";5,15088;1,47722;0,12156;1
"enem2010105054";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105054.jpg";"radio_image";"A";"B";"C";"D";"E";"C";1,47638;1,6818;0,19514;1
"enem2010105055";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105055.jpg";"radio_image";"A";"B";"C";"D";"E";"C";3,00827;1,23326;0,17886;1
"enem2010105056";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105056.jpg";"radio_image";"A";"B";"C";"D";"E";"C";4,27762;0,42898;0,20805;1
"enem2010105057";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105057.jpg";"radio_image";"A";"B";"C";"D";"E";"E";4,03385;1,18137;0,1079;1
"enem2010105058";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105058.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,56114;0,19007;0,19499;1
"enem2010105059";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105059.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,42223;1,21187;0,0689;1
"enem2010105060";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105060.jpg";"radio_image";"A";"B";"C";"D";"E";"E";0,73094;-0,48359;0,11969;1
"enem2010105061";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105061.jpg";"radio_image";"A";"B";"C";"D";"E";"C";2,33304;0,59123;0,14406;1
"enem2010105062";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105062.jpg";"radio_image";"A";"B";"C";"D";"E";"A";2,605;0,97272;0,20495;1
"enem2010105063";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105063.jpg";"radio_image";"A";"B";"C";"D";"E";"A";2,411;0,55162;0,22029;1
"enem2010105064";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105064.jpg";"radio_image";"A";"B";"C";"D";"E";"D";3,10406;0,77717;0,21407;1
"enem2010105065";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105065.jpg";"radio_image";"A";"B";"C";"D";"E";"C";2,62403;2,03268;0,12354;1
"enem2010105066";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105066.jpg";"radio_image";"A";"B";"C";"D";"E";"A";2,56456;1,20836;0,12999;1
"enem2010105067";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105067.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,33085;2,0513;0,13767;1
"enem2010105068";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105068.jpg";"radio_image";"A";"B";"C";"D";"E";"A";2,12789;1,2609;0,23575;1
"enem2010105069";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105069.jpg";"radio_image";"A";"B";"C";"D";"E";"A";3,04858;1,02137;0,17724;1
"enem2010105070";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105070.jpg";"radio_image";"A";"B";"C";"D";"E";"C";1,59361;3,24412;0,17375;1
"enem2010105071";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105071.jpg";"radio_image";"A";"B";"C";"D";"E";"E";5,15601;1,37893;0,26726;1
"enem2010105072";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105072.jpg";"radio_image";"A";"B";"C";"D";"E";"A";1,6109;0,45919;0,1325;1
"enem2010105073";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105073.jpg";"radio_image";"A";"B";"C";"D";"E";"D";1,80898;1,83094;0,22357;1
"enem2010105074";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105074.jpg";"radio_image";"A";"B";"C";"D";"E";"A";3,8294;1,00712;0,2889;1
"enem2010105075";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105075.jpg";"radio_image";"A";"B";"C";"D";"E";"D";3,04354;1,32827;0,18864;1
"enem2010105076";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105076.jpg";"radio_image";"A";"B";"C";"D";"E";"D";2,07458;0,95248;0,1601;1
"enem2010105077";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105077.jpg";"radio_image";"A";"B";"C";"D";"E";"C";3,01303;1,23158;0,23135;1
"enem2010105078";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105078.jpg";"radio_image";"A";"B";"C";"D";"E";"A";0,93299;1,37958;0,09592;1
"enem2010105079";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105079.jpg";"radio_image";"A";"B";"C";"D";"E";"D";1,63311;1,24731;0,08112;1
"enem2010105080";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105080.jpg";"radio_image";"A";"B";"C";"D";"E";"B";3,03544;1,36678;0,23054;1
"enem2010105081";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105081.jpg";"radio_image";"A";"B";"C";"D";"E";"E";4,7167;1,26721;0,13762;1
"enem2010105082";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105082.jpg";"radio_image";"A";"B";"C";"D";"E";"D";2,16688;1,38546;0,15788;1
"enem2010105083";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105083.jpg";"radio_image";"A";"B";"C";"D";"E";"D";4,72653;1,41272;0,21047;1
"enem2010105084";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105084.jpg";"radio_image";"A";"B";"C";"D";"E";"B";2,57595;1,15791;0,20292;1
"enem2010105085";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105085.jpg";"radio_image";"A";"B";"C";"D";"E";"B";1,86619;1,66789;0,22513;1
"enem2010105086";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105086.jpg";"radio_image";"A";"B";"C";"D";"E";"E";2,55085;0,94497;0,08097;1
"enem2010105087";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105087.jpg";"radio_image";"A";"B";"C";"D";"E";"A";3,28794;1,17731;0,16356;1
"enem2010105088";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105088.jpg";"radio_image";"A";"B";"C";"D";"E";"E";2,49459;-0,15033;0,1294;1
"enem2010105089";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105089.jpg";"radio_image";"A";"B";"C";"D";"E";"A";1,60117;0,97924;0,08877;1
"enem2010105090";"CN";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010105090.jpg";"radio_image";"A";"B";"C";"D";"E";"E";2,29699;1,53464;0,15217;1
