"cod_item";"fator";"faceta";"polo";"descricao";"widget";"cat_1";"cat_2";"cat_3";"cat_4";"cat_5";"gabarito";"a";"b";"c";"d"
"enem2010085013";"CH";"8";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085013.jpg";"radio_image";"A";"B";"C";"D";"E";"C";1,19627;2,01448;0,23469;1
"enem2010085014";"CH";"29";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085014.jpg";"radio_image";"A";"B";"C";"D";"E";"C";2,69961;1,95426;0,12663;1
"enem2010085015";"CH";"29";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085015.jpg";"radio_image";"A";"B";"C";"D";"E";"B";1,51697;2,25613;0,20476;1
"enem2010085016";"CH";"11";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085016.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,69144;1,19262;0,10864;1
"enem2010085017";"CH";"18";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085017.jpg";"radio_image";"A";"B";"C";"D";"E";"A";2,27333;1,10434;0,22374;1
"enem2010085018";"CH";"11";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085018.jpg";"radio_image";"A";"B";"C";"D";"E";"B";2,00942;3,12945;0,10072;1
"enem2010085019";"CH";"5";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085019.jpg";"radio_image";"A";"B";"C";"D";"E";"C";1,16823;1,8229;0,2094;1
"enem2010085020";"CH";"2";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085020.jpg";"radio_image";"A";"B";"C";"D";"E";"C";2,88413;0,16023;0,22054;1
"enem2010085023";"CH";"25";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085023.jpg";"radio_image";"A";"B";"C";"D";"E";"B";0,90062;1,10916;0,18432;1
"enem2010085024";"CH";"1";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085024.jpg";"radio_image";"A";"B";"C";"D";"E";"B";2,14874;1,31672;0,20651;1
"enem2010085026";"CH";"4";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085026.jpg";"radio_image";"A";"B";"C";"D";"E";"C";2,85188;2,23152;0,14467;1
"enem2010085027";"CH";"1";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085027.jpg";"radio_image";"A";"B";"C";"D";"E";"D";1,97319;1,22785;0,15755;1
"enem2010085028";"CH";"10";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085028.jpg";"radio_image";"A";"B";"C";"D";"E";"E";0,83586;1,0247;0,06118;1
"enem2010085029";"CH";"14";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085029.jpg";"radio_image";"A";"B";"C";"D";"E";"C";0,99691;1,01416;0,03653;1
"enem2010085030";"CH";"12";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085030.jpg";"radio_image";"A";"B";"C";"D";"E";"E";2,06397;0,96543;0,25849;1
"enem2010085031";"CH";"13";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085031.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,73031;2,82836;0,11003;1
"enem2010085032";"CH";"22";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085032.jpg";"radio_image";"A";"B";"C";"D";"E";"D";1,68348;1,08266;0,21502;1
"enem2010085033";"CH";"15";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085033.jpg";"radio_image";"A";"B";"C";"D";"E";"B";2,60367;1,43022;0,14565;1
"enem2010085034";"CH";"24";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085034.jpg";"radio_image";"A";"B";"C";"D";"E";"E";0,97806;2,69642;0,15667;1
"enem2010085035";"CH";"22";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085035.jpg";"radio_image";"A";"B";"C";"D";"E";"D";1,56506;0,43448;0,14019;1
"enem2010085036";"CH";"16";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085036.jpg";"radio_image";"A";"B";"C";"D";"E";"B";0,83885;0,31366;0,17272;1
"enem2010085037";"CH";"21";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085037.jpg";"radio_image";"A";"B";"C";"D";"E";"A";0,98999;-1,26778;0,23087;1
"enem2010085038";"CH";"28";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085038.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,84306;2,37817;0,15423;1
"enem2010085039";"CH";"23";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085039.jpg";"radio_image";"A";"B";"C";"D";"E";"A";0,66322;0,29156;0,00915;1
"enem2010085040";"CH";"22";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085040.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,09704;0,59484;0,03643;1
"enem2010085041";"CH";"3";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085041.jpg";"radio_image";"A";"B";"C";"D";"E";"D";2,71121;0,95518;0,12189;1
"enem2010085042";"CH";"12";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085042.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,98593;0,76952;0,21166;1
"enem2010085043";"CH";"20";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085043.jpg";"radio_image";"A";"B";"C";"D";"E";"C";2,22541;0,50828;0,18564;1
"enem2010085044";"CH";"23";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085044.jpg";"radio_image";"A";"B";"C";"D";"E";"D";2,17448;1,00289;0,18746;1
"enem2010085045";"CH";"24";1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010085045.jpg";"radio_image";"A";"B";"C";"D";"E";"D";1,79698;1,72528;0,26503;1
"enem2010101001";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101001.jpg";"radio_image";"A";"B";"C";"D";"E";"B";2,05843;-1,00956;0,134;1
"enem2010101002";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101002.jpg";"radio_image";"A";"B";"C";"D";"E";"A";1,69469;0,721;0,40016;1
"enem2010101003";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101003.jpg";"radio_image";"A";"B";"C";"D";"E";"A";1,594;-0,72724;0,17136;1
"enem2010101004";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101004.jpg";"radio_image";"A";"B";"C";"D";"E";"B";1,89384;0,62108;0,16081;1
"enem2010101005";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101005.jpg";"radio_image";"A";"B";"C";"D";"E";"D";1,2081;-0,24497;0,1433;1
"enem2010101006";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101006.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,28812;0,02653;0,08588;1
"enem2010101007";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101007.jpg";"radio_image";"A";"B";"C";"D";"E";"A";1,78851;-0,05176;0,14161;1
"enem2010101008";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101008.jpg";"radio_image";"A";"B";"C";"D";"E";"B";0,9479;0,18538;0,11688;1
"enem2010101009";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101009.jpg";"radio_image";"A";"B";"C";"D";"E";"D";1,89805;-0,10533;0,15658;1
"enem2010101010";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101010.jpg";"radio_image";"A";"B";"C";"D";"E";"A";1,0144;2,27766;0,27842;1
"enem2010101011";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101011.jpg";"radio_image";"A";"B";"C";"D";"E";"C";1,44413;0,08864;0,43703;1
"enem2010101012";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101012.jpg";"radio_image";"A";"B";"C";"D";"E";"C";1,56736;0,18401;0,14218;1
"enem2010101013";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101013.jpg";"radio_image";"A";"B";"C";"D";"E";"C";2,63316;1,36993;0,23043;1
"enem2010101014";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101014.jpg";"radio_image";"A";"B";"C";"D";"E";"A";1,40644;0,12632;0,09585;1
"enem2010101016";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101016.jpg";"radio_image";"A";"B";"C";"D";"E";"A";2,55516;0,13706;0,17479;1
"enem2010101017";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101017.jpg";"radio_image";"A";"B";"C";"D";"E";"B";2,95907;0,87062;0,13398;1
"enem2010101018";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101018.jpg";"radio_image";"A";"B";"C";"D";"E";"E";2,68061;2,48757;0,40042;1
"enem2010101019";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101019.jpg";"radio_image";"A";"B";"C";"D";"E";"C";1,23278;1,86876;0,18076;1
"enem2010101020";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101020.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,00898;0,66168;0,14298;1
"enem2010101021";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101021.jpg";"radio_image";"A";"B";"C";"D";"E";"B";2,02333;2,8939;0,09482;1
"enem2010101022";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101022.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,82359;1,73242;0,14233;1
"enem2010101023";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101023.jpg";"radio_image";"A";"B";"C";"D";"E";"B";2,7572;2,83497;0,19087;1
"enem2010101024";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101024.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,79058;0,87953;0,16107;1
"enem2010101025";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101025.jpg";"radio_image";"A";"B";"C";"D";"E";"B";1,16602;-0,08119;0,11585;1
"enem2010101026";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101026.jpg";"radio_image";"A";"B";"C";"D";"E";"C";1,73689;1,536;0,20857;1
"enem2010101027";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101027.jpg";"radio_image";"A";"B";"C";"D";"E";"A";0,66144;0,29214;0,17028;1
"enem2010101028";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101028.jpg";"radio_image";"A";"B";"C";"D";"E";"B";2,21476;-0,03262;0,15469;1
"enem2010101029";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101029.jpg";"radio_image";"A";"B";"C";"D";"E";"A";2,03481;1,88671;0,27274;1
"enem2010101030";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101030.jpg";"radio_image";"A";"B";"C";"D";"E";"C";1,82364;2,61981;0,23757;1
"enem2010101031";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101031.jpg";"radio_image";"A";"B";"C";"D";"E";"D";1,27922;0,95159;0,13537;1
"enem2010101032";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101032.jpg";"radio_image";"A";"B";"C";"D";"E";"A";1,16855;1,67942;0,21257;1
"enem2010101033";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101033.jpg";"radio_image";"A";"B";"C";"D";"E";"A";1,86134;0,3581;0,355;1
"enem2010101034";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101034.jpg";"radio_image";"A";"B";"C";"D";"E";"D";0,96039;4,86461;0,25059;1
"enem2010101035";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101035.jpg";"radio_image";"A";"B";"C";"D";"E";"C";1,54585;0,05745;0,30834;1
"enem2010101036";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101036.jpg";"radio_image";"A";"B";"C";"D";"E";"D";1,19282;2,38573;0,2035;1
"enem2010101037";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101037.jpg";"radio_image";"A";"B";"C";"D";"E";"B";1,62868;1,80072;0,11308;1
"enem2010101040";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101040.jpg";"radio_image";"A";"B";"C";"D";"E";"B";1,63786;0,18528;0,18916;1
"enem2010101042";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101042.jpg";"radio_image";"A";"B";"C";"D";"E";"E";0,68953;-0,46163;0,18803;1
"enem2010101043";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101043.jpg";"radio_image";"A";"B";"C";"D";"E";"E";1,71191;0,89172;0,10996;1
"enem2010101044";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101044.jpg";"radio_image";"A";"B";"C";"D";"E";"C";1,03519;1,11004;0,12957;1
"enem2010101045";"CH";NA;1;"https://raw.githubusercontent.com/alexandrejaloto/CATEnem/master/data-raw/imagens/enem2010101045.jpg";"radio_image";"A";"B";"C";"D";"E";"B";1,79508;1,86106;0,18602;1
